,names,narr_names,general,vascular,neoplasm,immune/infection/inflammatory,congenital,trauma,surgical,pregnant,variants
	Suspected  Osteomyelitis,  Septic  Arthritis,  or  Soft  Tissue  Infection  (Excluding  Spine  and  Diabetic Foot)  Initial radiographs showing soft-tissue gas in absence of puncture wound. 
"
87,06_28.txt,Suspected Spine Trauma,,,,,,,,,"	Age greater than or equal to 16 years and less than 65 years. Suspected acute blunt cervical  spine trauma; imaging not indicated by NEXUS or CCR clinical criteria. Patient meets low- risk criteria. Initial imaging. 
	Age greater than or equal to 16 years. Suspected acute cervical spine blunt trauma. Imaging  indicated by NEXUS or CCR clinical criteria. Initial imaging. 
	Age  greater  than  or  equal  to  16  years.  Suspected  acute  cervical  spine  blunt  trauma.  Confirmed or suspected cervical spinal cord or nerve root injury, with or without traumatic  injury identified on cervical CT. Next imaging study. 
	Age greater than or equal to 16 years. Acute cervical spine injury detected on radiographs.  Treatment planning for mechanically unstable spine. 
	Age greater than or equal to 16 years. Suspected acute cervical spine blunt trauma. Clinical  or imaging findings suggest arterial injury with or without positive cervical spine CT. Next  imaging study. 
	Age  greater  than  or  equal  to  16  years.  Suspected  acute  cervical  spine  blunt  trauma.  Obtunded patient  with  no  traumatic  injury  identified on  cervical  spine  CT.  Next imaging  study after CT cervical spine without IV contrast. 
	Age greater than or equal to 16 years. Suspected acute cervical spine blunt trauma. Clinical  or imaging findings suggest ligamentous injury. Next imaging study after CT cervical spine  without IV contrast. 
	Age greater than or equal to 16 years. Suspected acute cervical spine blunt trauma. Follow- up imaging on patient with no unstable injury demonstrated initially, but kept in collar for  neck pain. No new neurologic symptoms. Includes whiplash associated disorders. 
	Age  greater  than  or  equal  to  16  years.  Blunt  trauma  meeting  criteria  for  thoracic  and  lumbar imaging. Initial imaging. 
	Age greater than or equal to 16 years. Acute thoracic or lumbar spine injury detected on  radiographs or noncontrast CT. Neurologic abnormalities. Next imaging study. 
"
88,07_01.txt,"Acute Mental Status Change, Delirium, and New Onset Psychosis",,,,,,,,,"	Acute mental status change. Increased risk for intracranial bleeding (ie, anticoagulant use,  coagulopathy),  hypertensive  emergency,  or  clinical  suspicion  for  intracranial  infection,  mass, or elevated intracranial pressure. Initial imaging. 
	Acute or progressively worsening mental status change in patient with a known intracranial  process  (mass,  recent  hemorrhage,  recent  infarct,  central  nervous  system  infection,  etc).  Initial imaging. 
	Acute mental status change. Suspected cause(s) found on initial clinical or lab assessment  (intoxication,  medication-related,  hypoglycemia,  sepsis,  etc).  Low  clinical  suspicion  for  trauma, intracranial hemorrhage, stroke, mass, or intracranial infection. Initial imaging. 
	Persistent or worsening mental status change despite clinical management of the suspected  underlying  cause  (intoxication,  medication-related,  hypoglycemia,  sepsis,  etc)  or  acute  change in mental status of unknown cause. Initial imaging. 
	New onset delirium. Initial imaging. 
	New onset psychosis. Initial imaging. 
"
89,07_02.txt,Ataxia,,,,,,,,,"	Acute ataxia following recent head trauma. Initial imaging. 
	Acute ataxia following recent spine trauma. Initial imaging. 
	Ataxia.  No  history  of  trauma.  Suspected  intracranial  process.  Stroke  intervention  not  a  consideration. Initial imaging. 
	Ataxia  of  any  acuity.  No  history  of  trauma.  Suspected  spinal  or  spinal  vascular  process.  Initial imaging. 
"
90,07_03.txt,Cerebrovascular Disease,,,,,,,,,"	Asymptomatic. Structural lesion on physical examination (cervical bruit) and/or risk factors. 
	Carotid territory or vertebrobasilar TIA, initial screening survey. 
	New focal neurologic defect, fixed or worsening. Less than 6 hours. Suspected stroke. 
	New focal neurologic defect, fixed or worsening. Longer than 6 hours. Suspected stroke. 
	Risk  of  unruptured  aneurysm,  including  patients  with  polycystic  kidney  disease,  patients  who have at least two first-degree relatives with history of subarachnoid hemorrhage (SAH),  and those with previously ruptured and treated aneurysms. 
	Clinically suspected acute SAH, not yet confirmed. 
	Proven SAH by lumbar puncture or imaging. 
	Proven SAH, negative angiogram, follow-up. 
	Asymptomatic or no new symptoms. Follow-up imaging of previously treated cerebral  aneurysms. 
	Asymptomatic or no new symptoms. Follow-up imaging of untreated cerebral aneurysms. 
	Evaluation for cerebral vasospasm after aneurysmal SAH. 
	Clinically suspected parenchymal hemorrhage (hematoma), not yet confirmed. 
	Proven parenchymal hemorrhage (hematoma). 
	Evaluation of high-flow vascular malformations. 
	Suspected dural venous sinus thrombosis. 
	Central nervous system vasculitis. 
"
91,07_04.txt,Cervical Neck Pain or Cervical Radiculopathy,,,,,,,,,"	New or increasing nontraumatic cervical or neck pain. No â€œred flags.â€ Initial imaging. 
	New or increasing nontraumatic cervical radiculopathy. No â€œred flags.â€ Initial imaging. 
	Prior  cervical  spine  surgery.  New  or  increasing  nontraumatic  cervical  or  neck  pain  or  radiculopathy. Initial imaging. 
	Suspicion  for  infection  with  new  or  increasing  nontraumatic  cervical  or  neck  pain  or  radiculopathy. Initial imaging. 
	Known malignancy. New or increasing nontraumatic cervical or neck pain or radiculopathy.  Initial imaging. 
	Cervicogenic  headache  and  new  or  increasing  nontraumatic  cervical  or  neck  pain.  No  neurologic deficit. Initial imaging. 
	Chronic cervical or neck pain. Initial imaging. 
	Chronic  cervical  or  neck  pain.  No  neurologic  findings.  Radiographs  show  degenerative  changes. Next imaging study. 
	Chronic cervical or neck pain without or with radiculopathy. Radiographs show ossification  in the posterior longitudinal ligament (OPLL). Next imaging study. 
"
92,07_05.txt,Cranial Neuropathy,,,,,,,,,"	Anosmia and abnormalities of the sense of smell. (Olfactory nerve, CN I.) 
	Weakness  or  paralysis  of  the  mastication  muscles.  Sensory  abnormalities  of  the  head  and  neck. Trigeminal neuralgia. (Trigeminal nerve, CN V.) 
	Weakness or paralysis of facial expression. Hemifacial spasm. Bell palsy. (Facial nerve, CN  VII.) 
	Palate weakness. Oropharyngeal pain. (Glossopharyngeal nerve, CN IX.) 
	Vocal cord paralysis. (Vagal nerve, CN X.) 
	Weakness or paralysis of the sternocleidomastoid and trapezius muscles. (Accessory nerve,  CN XI.) 
	Weakness or paralysis of the tongue. (Hypoglossal nerve, CN XII.) 
	Perineural spread of tumor. (Most commonly trigeminal nerve [CN V], facial nerve [CN  VII].) 
"
93,07_06.txt,Dementia,,,,,,,,,"	Cognitive decline. Suspected Alzheimer disease. Initial imaging. 
	Suspected frontotemporal dementia. Initial imaging. 
	Suspected dementia with Lewy bodies. Initial imaging. 
	Suspected vascular dementia. Initial imaging. 
	Suspected idiopathic normal-pressure hydrocephalus. Initial imaging. 
"
94,07_07.txt,Head Trauma,,,,,,,,,"	Head Trauma  Minor or mild acute closed head injury (GCS â‰¥13), imaging not indicated by NOC or CCHR  or NEXUS-II clinical criteria (see Appendix 1). Initial study. 
	Head Trauma  Minor or mild acute closed head injury (GCS â‰¥13), imaging indicated by NOC or CCHR or  NEXUS-II clinical criteria (see Appendix 1). Initial study. 
	Head Trauma  Moderate or severe acute closed head injury (GCS <13). Initial study. 
	Head Trauma  Short-term follow-up imaging of acute traumatic brain injury. No neurologic deterioration.   Comments   This procedure can be used in patients  with risk factors (see narrative).       
	Head Trauma  Short-term  follow-up  imaging  of  acute  traumatic  brain  injury.  Neurologic  deterioration,  delayed recovery, or persistent unexplained deficits. 
	Head Trauma  Subacute or chronic traumatic brain injury with new cognitive and/or neurologic deficit(s). 
	Head Trauma  Suspected intracranial arterial injury. 
	Head Trauma  Suspected intracranial venous injury.  
	Head Trauma  Suspected post-traumatic cerebrospinal fluid (CSF) leak. 
"
95,07_08.txt,Headache,,,,,,,,x,"	Sudden, severe headache or â€œworst headache of life.â€ Initial imaging. 
	New headache with optic disc edema. Initial imaging. 
	New  or  progressively  worsening  headache  with  one  or  more  of  the  following  â€˜red  flagsâ€™:  subacute  head  trauma,  related  activity  or  event  (sexual  activity,  exertion,  position),  neurological  or  immunocompromised state, currently pregnant, or 50 years of age or older. Initial imaging. 
	New  headache.  Classic  migraine  or  tension-type  primary  headache.  Normal  neurologic  examination. Initial imaging. 
	New primary headache of suspected trigeminal autonomic origin. Initial imaging. 
	Chronic headache. No new features. No neurologic deficit. Initial imaging. 
	Chronic headache. New features or increasing frequency. Initial Imaging. 
"
96,07_09.txt,Hearing Loss and/or Vertigo,,,,,,,,,"	Acquired  conductive  hearing  loss  in  absence  of  clinically  evident  mass  in  the  middle  ear.  Initial imaging. 
	Acquired  conductive  hearing  loss  secondary  to  cholesteatoma  or  neoplasm  with  suspected  intracranial or inner ear extension. Surgical planning. 
	Acquired sensorineural hearing loss. Initial imaging. 
	Mixed conductive and sensorineural hearing loss. Initial imaging. 
	Congenital hearing loss or total deafness or cochlear implant candidate. Surgical planning. 
	Episodic  vertigo  with  or  without  associated  hearing  loss  or  aural  fullness  (peripheral  vertigo). Initial imaging. 
	Persistent vertigo with or without neurological symptoms (central vertigo). Initial imaging. 
"
97,07_10.txt,Low Back Pain,,,,,,,,,"	Low Back Pain  Acute, subacute, or chronic uncomplicated low back pain or radiculopathy. No red flags. No  prior management. 
	Low Back Pain   Acute, subacute, or chronic uncomplicated low back pain or radiculopathy. One or more of  the following: low velocity trauma, osteoporosis, elderly individual, or chronic steroid use. 
	Low Back Pain  Acute, subacute, or chronic low back pain or radiculopathy. One or more of the following:  suspicion of cancer, infection, or immunosuppression. 
	Low Back Pain  Acute,  subacute,  or  chronic  low  back  pain  or  radiculopathy.  Surgery  or  intervention  candidate  with  persistent  or  progressive  symptoms  during  or  following  6  weeks  of  conservative management. 
	Low Back Pain  Low  back  pain  or  radiculopathy.  New  or  progressing  symptoms  or  clinical  findings  with  history of prior lumbar surgery. 
	Low  back  pain  with  suspected  cauda  equina  syndrome  or  rapidly  progressive  neurologic  deficit. 
"
98,07_11.txt,Management of Vertebral Compression Fractures,,,,,,,,,"	New  symptomatic  compression  fracture  identified  on  radiographs  or  CT.  No  known  malignancy. 
	Osteoporotic compression fracture, with or without edema on MRI and no â€œred flagsâ€. With  or without spinal deformity, worsening symptoms, or pulmonary dysfunction. 
	Painful  osteoporotic  compression  fracture  with  edema  on  MRI.  Contraindication  to  vertebral  augmentation  or surgery  (eg,  fitness,  pregnancy,  infection,  coagulation  disorder,  etc). 
	Known malignancy and new back pain. Compression fracture identified on radiographs or  CT. 
	Asymptomatic pathologic spinal fracture with or without edema on MRI. 
	Pathologic spinal fracture with severe and worsening pain. 
	Pathologic spinal fracture with spinal deformity or pulmonary dysfunction. 
	Pathologic spinal fracture with neurologic deficits. 
"
99,07_12.txt,Movement Disorders and Neurodegenerative Diseases,,,,,,,,,"	Rapidly progressive dementia; suspected Creutzfeldt-Jakob disease. Initial imaging. 
	Chorea; suspected Huntington disease. Initial imaging. 
	Parkinsonian syndromes. Initial imaging. 
	Suspected neurodegeneration with brain iron accumulation. Initial imaging. 
	Suspected motor neuron disease. Initial imaging. 
"
100,07_13.txt,Myelopathy,,,,,,,,,"	Myelopathy  Traumatic.
	Myelopathy  Painful.
	Myelopathy  Sudden onset or slowly progressive. 
"
101,07_14.txt,Neck Mass/Adenopathy,,,,,,,,,"	Nonpulsatile neck mass(es). Not parotid region or thyroid. Initial imaging. 
	Pulsatile neck mass(es). Not parotid region or thyroid. Initial imaging. 
	Parotid region mass(es). Initial imaging. 
	Child. Neck mass(es). Not parotid region or thyroid. Initial imaging. 
"
102,07_15.txt,Neuroendocrine Imaging,,,,,,,,,"	Adult.  Suspected  or  known  hypofunctioning  pituitary  gland  (hypopituitarism,  growth  hormone  deficiency,  growth  deceleration,  panhypopituitarism,  hypogonadotropic  hypogonadism). Initial imaging. 
	Adult.  Suspected  or  known  hyperfunctioning  pituitary  adenoma  (hyperthyroidism  [high  thyroid-stimulating  hormone],  Cushing  syndrome  [high  adrenal  corticotrophic  hormone],  hyperprolactinemia, acromegaly, or gigantism). Initial imaging.  
	Adult. Diabetes insipidus. Initial imaging. 
	Adult. Pituitary apoplexy. Initial imaging. 
	Adult. Surveillance postpituitary or sellar mass resection. 
	Child, males younger than 9 years of age; females younger than 8 years of age. Precocious  puberty. Initial imaging. 
"
103,07_16.txt,"Orbits, Vision and Visual Loss",,,,,,,,,"	Traumatic visual defect. Suspect orbital injury. Initial imaging. 
	Nontraumatic orbital asymmetry, exophthalmos, or enophthalmos. Initial imaging. 
	Suspected orbital cellulitis, uveitis, or scleritis. Initial imaging. 
	Suspected optic neuritis. Initial imaging. 
	Visual loss. Etiology identified on ophthalmologic examination or laboratory tests. 
	Visual loss. Intraocular mass, optic nerve, or pre-chiasm symptoms. Initial imaging. 
	Nonischemic visual loss. Chiasm or post-chiasm symptoms. Initial imaging. 
	Ophthalmoplegia or diplopia. Initial imaging. 
"
104,07_17.txt,Penetrating Neck Injury,,,,,,,,,"	Penetrating neck injury. Clinical soft injury signs. 
	Penetrating neck injury. Normal or equivocal CTA. Concern for vascular injury. 
	Penetrating neck injury. Normal or equivocal CTA. Concern for aerodigestive injury. 
"
105,07_18.txt,Plexopathy,,,,,,,,,"	Brachial plexopathy, acute or chronic, nontraumatic. No known malignancy. 
	Lumbosacral plexopathy, acute or chronic, nontraumatic. No known malignancy. 
	Brachial plexopathy, traumatic (not perinatal). 
	Lumbosacral plexopathy, traumatic.
	Brachial plexopathy, known malignancy or post-treatment syndrome. 
	Lumbosacral plexopathy, known malignancy or post-treatment syndrome. 
"
106,07_19.txt,Seizures and Epilepsy,,,,,,,,,"	Seizures and Epilepsy  Medically refractory epilepsy. Surgical candidate or surgical planning. 
	New-onset seizure. Unrelated to trauma. Alcohol or drug related. 
	Seizures and Epilepsy  New-onset seizure. Unrelated to trauma. Age 18â€“40. 
	New-onset seizure. Unrelated to trauma. Older than age 40. 
	Seizures and Epilepsy  New-onset seizure. Unrelated to trauma. Focal neurological deficit. 
	New-onset seizure. Post-traumatic, acute. 
	Seizures and Epilepsy   New-onset seizure. Post-traumatic. Subacute or chronic.   Comments   Consider this procedure if intravenous  contrast is contraindicated.         
"
107,07_20.txt,Sinonasal Disease,,,,,,,,,"	Acute (<4 weeks) uncomplicated rhinosinusitis. 
	Possible surgical candidate. Recurrent acute rhinosinusitis, chronic rhinosinusitis, sinonasal  polyposis, or noninvasive fungal sinusitis. 
	Acute rhinosinusitis. Suspected orbital or intracranial complication. 
	Sinonasal obstruction. Suspected mass. 
	Suspected invasive fungal sinusitis. 
"
108,07_21.txt,Suspected Spine Trauma,,,,,,,,,"	Age greater than or equal to 16 years and less than 65 years. Suspected acute blunt cervical  spine trauma; imaging not indicated by NEXUS or CCR clinical criteria. Patient meets low- risk criteria. Initial imaging. 
	Age greater than or equal to 16 years. Suspected acute cervical spine blunt trauma. Imaging  indicated by NEXUS or CCR clinical criteria. Initial imaging. 
	Age  greater  than  or  equal  to  16  years.  Suspected  acute  cervical  spine  blunt  trauma.  Confirmed or suspected cervical spinal cord or nerve root injury, with or without traumatic  injury identified on cervical CT. Next imaging study. 
	Age greater than or equal to 16 years. Acute cervical spine injury detected on radiographs.  Treatment planning for mechanically unstable spine. 
	Age greater than or equal to 16 years. Suspected acute cervical spine blunt trauma. Clinical  or imaging findings suggest arterial injury with or without positive cervical spine CT. Next  imaging study. 
	Age  greater  than  or  equal  to  16  years.  Suspected  acute  cervical  spine  blunt  trauma.  Obtunded patient  with  no  traumatic  injury  identified on  cervical  spine  CT.  Next imaging  study after CT cervical spine without IV contrast. 
	Age greater than or equal to 16 years. Suspected acute cervical spine blunt trauma. Clinical  or imaging findings suggest ligamentous injury. Next imaging study after CT cervical spine  without IV contrast. 
	Age greater than or equal to 16 years. Suspected acute cervical spine blunt trauma. Follow- up imaging on patient with no unstable injury demonstrated initially, but kept in collar for  neck pain. No new neurologic symptoms. Includes whiplash associated disorders. 
	Age  greater  than  or  equal  to  16  years.  Blunt  trauma  meeting  criteria  for  thoracic  and  lumbar imaging. Initial imaging. 
	Age greater than or equal to 16 years. Acute thoracic or lumbar spine injury detected on  radiographs or noncontrast CT. Neurologic abnormalities. Next imaging study. 
"
109,07_22.txt,Thoracic Outlet Syndrome,,,,,,,,,"	Neurogenic thoracic outlet syndrome. Initial imaging and follow-up imaging after surgery or  intervention. 
	Venous  thoracic  outlet  syndrome.  Initial  imaging  and  follow-up  imaging  after  surgery  or  intervention. 
	Arterial  thoracic  outlet  syndrome.  Initial  imaging and  follow-up  imaging after surgery  or  intervention. 
"
110,07_23.txt,Thyroid Disease,,,,,,,,,"	Palpable thyroid nodule. Not goiter. Euthyroid. Initial imaging. 
	Suspected goiter. Initial imaging. 
	Thyrotoxicosis. Initial imaging. 
	Primary hypothyroidism. Initial imaging. 
	Preoperative evaluation of differentiated thyroid cancer. 
	Early imaging after treatment of differentiated thyroid cancer.Â 
	Suspected recurrence of differentiated thyroid cancer. 
	Suspected recurrence of medullary thyroid cancers. 
"
111,07_24.txt,Tinnitus,,,,,,,,,"	Subjective or objective pulsatile tinnitus (no myoclonus or Eustachean tube dysfunction). 
	Asymmetric  or  unilateral,  subjective,  nonpulsatile  tinnitus  (no  otoscopic  finding;  no  asymmetric hearing loss, neurologic deficit, or trauma). 
	Symmetric or bilateral, subjective, nonpulsatile tinnitus (no hearing loss, neurologic deficit,  or trauma). 
"
112,08_01.txt,Acutely Limping Child Up To Age 5,,,,,,,,,"	Child  up  to  age  5.  Acute  limp.  Nonlocalized  symptoms.  No  concern  for  infection.  Initial  imaging. 
	Child up to age 5. Acute limp. Pain. Localized symptoms. No concern for infection. Initial  imaging. 
	Child  up  to  age  5.  Acute  limp.  Nonlocalized  symptoms.  Concern  for  infection.  Initial  imaging. 
	Child up to age 5. Acute limp. Symptoms localized to the hip. Concern for infection. Initial  imaging. 
	Child up to age 5. Acute limp. Symptoms localized to lower extremity (not pelvis or hips).  Concern for infection. Initial imaging. 
"
113,08_02.txt,Back Pain â€” Child,,,,,,,,,"	Child.  Back  pain  with  none  of  the  following  clinical  red  flags:  constant  pain,  night  pain,  radicular  pain,  pain  lasting  >4  weeks,  abnormal  neurologic  examination.  Initial  imaging  evaluation. 
	Child. Back pain with 1 or more of the following clinical red flags: constant pain, night pain, radicular pain, pain lasting >4 weeks, abnormal neurologic examination. Initial imaging evaluation.
	Child. Back pain with 1 or more of the following clinical red flags: constant pain, night pain,  radicular  pain,  pain  lasting  >4  weeks,  abnormal  neurologic  examination.  Negative  radiographs. 
	Child. Back pain with 1 or more of the following clinical red flags: constant pain, night pain,  radicular  pain,  pain  lasting  >4  weeks,  abnormal  neurologic  examination.  Positive  radiographs. 
	Child. Chronic back pain associated with overuse. Mechanical back pain. 
	Child. Back pain associated with suspected inflammation, infection, or malignancy. 
"
114,08_03.txt,Developmental Dysplasia of the Hip â€” Child,,,,,,,,,"	Child, younger than 4 weeks of age. Equivocal physical examination or risk factors for DDH.  Initial imaging. 
	Child, between 4 weeks to 4 months of age. Equivocal physical examination or risk factors for DDH. Initial imaging.
	Child, younger than 4 months of age. Physical findings of DDH. Initial imaging. 
	Child, between 4 to 6 months of age. Concern for DDH. Initial imaging. 
	Child, older than 6 months of age. Concern for DDH. Initial imaging. 
	Child, younger than 6 months of age. Known diagnosis of DDH, nonoperative surveillance  imaging in harness. 
"
115,08_04.txt,Fever Without Source or Unknown Origin-Child,,,,,,,,,"	Fever Without Source or Unknown Originâ€”Child  Neonate younger than 1 month of age with fever without source (FWS) and no respiratory  symptoms. 
	Neonate younger than 1 month of age with FWS and respiratory symptoms. 
	Infant  or  child  aged  1  to  36  months  with  FWS  with  low  risk  for  occult  pneumonia  (no  respiratory signs or symptoms, fever <39Â°C, leukocytosis <20,000/mm3). 
	Infant or child aged 1 to 36 months with FWS with any of the following: respiratory signs or  symptoms, fever â‰¥39Â°C, or white blood cell count â‰¥20,000/mm3. 
	Fever Without Source or Unknown Originâ€”Child  Child with FWS and neutropenia. 
	Fever Without Source or Unknown Originâ€”Child   Infant or child more than 1 month of age with fever of unknown origin (FUO). 
"
116,08_05.txt,Head Trauma-Child,,,,,,,,,"	Child.  Minor  acute  head  trauma.  Very  low  risk  for  clinically  important  brain  injury  per  PECARN criteria. Excluding suspected abusive head trauma. Initial imaging. 
	Child.  Minor  acute  blunt  head  trauma.  Intermediate  risk  for  clinically  important  brain  injury per PECARN criteria. Excluding suspected abusive head trauma. Initial imaging. 
	Child. Minor acute blunt head trauma. High risk for clinically important brain injury per  PECARN criteria. Excluding suspected abusive head trauma. Initial imaging. 
	Child.  Moderate  or  severe  acute  blunt  head  trauma  (GCS  less  than  or  equal  to  13).  Excluding suspected abusive head trauma. Initial imaging. 
	Child. Subacute blunt head trauma with cognitive or neurologic signs. 
	Child. Chronic blunt head trauma with new or progressive cognitive or neurologic deficits.  Excluding suspected abusive head trauma and post-traumatic seizure. 
"
117,08_06.txt,Headacheâ€“Child,,,,,,,,,"	Child. Primary headache. Initial imaging. 
	Child. Secondary headache. Initial imaging. 
	Child. Sudden severe headache (thunderclap headache). Initial imaging. 
	Child. Headache attributed to infection. Initial imaging. 
	Child. Headache attributed to remote trauma. Initial imaging. 
"
118,08_07.txt,Hematuriaâ€“Child,,,,,,,,,"	Child. Isolated microscopic hematuria (nonpainful, nontraumatic) without proteinuria.  Initial imaging. 
	Child. Isolated microscopic hematuria (nonpainful, nontraumatic) with proteinuria. Initial  imaging. 
	Child. Isolated macroscopic hematuria (nonpainful, nontraumatic). Initial imaging. 
	Child. Painful hematuria (nontraumatic). Suspected urolithiasis. Initial imaging. 
	Child. Traumatic hematuria (macroscopic). Initial imaging. 
	Child. Traumatic hematuria (microscopic). Initial imaging. 
"
119,08_08.txt,Pneumonia in the Immunocompetent Child,,,,,,,,,"	Child. 3 months of age and older. Immunocompetent. Suspected uncomplicated community- acquired pneumonia in a well-appearing child who does not require hospitalization. Initial  imaging. 
	Child. 3 months of age and older. Immunocompetent. Community-acquired pneumonia that  does  not  respond  to  initial  outpatient  treatment  or  requires  hospital  admission.  Initial  imaging. 
	Child.  3  months  of  age  and  older.  Immunocompetent.  Suspected  hospital-acquired  pneumonia. Initial imaging. 
	Child.  Immunocompetent.  Pneumonia  complicated  by  suspected  moderate  or  large  parapneumonic effusion by chest radiograph. Next imaging study. 
	Child. Immunocompetent. Pneumonia  complicated  by  suspected bronchopleural  fistula by  chest radiograph. Next imaging study. 
	Child.  Immunocompetent.  Pneumonia  complicated  by  suspected  lung  abscess  by  chest  radiograph. Next imaging study. 
	Child. 3 months of age and older. Immunocompetent. Recurrent nonlocalized pneumonia by  chest radiograph. Next imaging study. 
	Child. 3 months of age and older. Immunocompetent. Recurrent localized pneumonia by chest  radiograph. Next imaging study. 
"
120,08_09.txt,Scoliosis-Child,,,,,,,,,"	Child. Congenital scoliosis. Initial imaging. 
	Child (0 to 9 years of age). Early onset idiopathic scoliosis. Initial imaging. 
	Adolescent  (10  to  18  years  of  age).  Adolescent  idiopathic  scoliosis.  No  risk  factors.  Initial  imaging. 
	Adolescent  (10  to  18  years  of  age).  Adolescent  idiopathic  scoliosis.  Risk  factors.  Initial  imaging. 
"
121,08_10.txt,Seizures â€” Child,,,,,,,,,"	Seizures â€” Child  Neonatal seizures.   US head   MRI head without IV contrast 
	Simple febrile seizures. 
	Seizures â€” Child  Complex febrile seizures. 
	Post-traumatic seizures. 
	Seizures â€” Child  Partial seizures. 
	First generalized seizure (neurologically normal). 
	Seizures â€” Child  Generalized seizures (neurologically abnormal). 
	Intractable or refractory seizures. 
"
122,08_11.txt,Sinusitisâ€“Child,,,,,,,,,"	Child. Uncomplicated acute sinusitis. Initial imaging. 
	Child.  Persistent  sinusitis  (worsening  course  or  severe  presentation,  or  not  responding  to  treatment),  or  recurrent  sinusitis,  or  chronic  sinusitis,  or  define  paranasal  sinus  anatomy  before functional endoscopic sinus surgery. Initial imaging. 
	Child. Sinusitis with clinical concern of orbital or intracranial complications. Initial imaging. 
	Child. Suspected invasive fungal sinusitis. Initial imaging. 
"
123,08_12.txt,Suspected Appendicitis-Child,,,,,,,,,"	Child. Suspected acute appendicitis, low clinical risk. Initial imaging. 
	Child. Suspected acute appendicitis, intermediate clinical risk. Initial imaging. 
	Child. Suspected acute appendicitis, high clinical risk. Initial imaging. 
	Child.  Suspected  acute  appendicitis,  equivocal  or  nondiagnostic  right  lower  quadrant  ultrasound. Next imaging study. 
	Child.  Suspected  acute  appendicitis  with  clinical  suspicion  or  initial  imaging  suggestive  of  complication (eg, abscess, bowel obstruction). Next imaging study. 
"
124,08_13.txt,Suspected Physical Abuse â€” Child,,,,,,,,,"	Suspected  physical  abuse.  Child  â‰¤24  months  of  age.  Neurological  or  visceral  injuries  not  clinically suspected. Initial imaging evaluation. 
	Suspected  physical  abuse.  Child  >24  months  of  age.  Neurological  or  visceral  injuries  not  clinically suspected. Initial imaging evaluation. 
	Child with one or more of the following: neurologic signs or symptoms, apnea, complex skull  fracture,  other  fractures,  or  injuries  highly  suspicious  for  child  abuse.  Initial  imaging  evaluation. 
	Child.  Suspected  physical  abuse.  Suspected  thoracic  or  abdominopelvic  injuries  (eg,  abdominal  skin  bruises,  distension,  tenderness,  or  elevated  liver  or  pancreatic  enzymes).  Initial imaging evaluation. 
	Child â‰¤24 months of age. High suspicion for abuse. Negative initial skeletal survey. Follow- up imaging evaluation. 
"
125,08_14.txt,Suspected Spine Trauma-Child,,,,,,,,,"	Child, 3 to 16 years of age, acute cervical spine trauma, meets low risk criteria (based on  PECARN or NEXUS). Initial imaging. 
	Child, 3 to 16 years of age, acute cervical spine trauma, at least one risk factor with reliable  clinical examination (based on PECARN or NEXUS). Initial imaging. 
	Child,  younger  than  3  years  of  age,  acute  cervical  spine  trauma,  Pieretti-Vanmarcke  weighted score greater than or equal to 2 to 8 points. Initial imaging. 
	Child, younger than 16 years of age, suspected thoracolumbar spine trauma. Initial imaging. 
"
126,08_15.txt,Urinary Tract Infectionâ€“Child,,,,,,,,,"	Age <2 months, first febrile urinary tract infection. 
	Age  >2  months  and  â‰¤6  years,  first  febrile  urinary  tract  infection  with  good  response  to  treatment. 
	Age >6 years, first febrile urinary tract infection with good response to treatment. 
	Child. Atypical (poor response to antibiotics within 48 hours, sepsis, poor urine stream,  raised creatinine, or nonâ€“E coli UTI) or recurrent febrile urinary tract infection. 
"
127,08_16.txt,Vomiting in Infants Up to 3 Months of Age,,,,,,,,,"	Vomiting in Infants Up to 3 Months of Age  Bilious vomiting in neonate up to 1 week old. 
	Bilious vomiting in infant 1 week to 3 months old. 
	Intermittent nonbilious vomiting since birth. 
	Vomiting in Infants Up to 3 Months of Age  New onset nonbilious vomiting. 
"
128,09_01.txt,Acute Respiratory Illness in Immunocompetent Patients,,,,,,,,,"	Acute respiratory illness in immunocompetent patients with negative physical examination,  normal vital signs, and no other risk factors. Initial imaging. 
	Acute respiratory illnesses in immunocompetent patients with positive physical examination,  abnormal vital signs, organic brain disease, or other risk factors. Initial imaging. 
	Acute respiratory illness in immunocompetent patients with positive physical examination,  abnormal vital signs, organic brain disease, or other risk factors and negative or equivocal  initial chest radiograph. Next imaging study. 
	Acute respiratory illnesses in immunocompetent patients with pneumonia complicated by  suspected parapneumonic effusion or abscess on initial chest radiograph. Next imaging  study. 
	Acute  asthma  exacerbation  in  immunocompetent  patients,  uncomplicated  (no  suspicion  of  pneumonia or pneumothorax). Initial imaging. 
	Acute  asthma  exacerbation  pneumonia or pneumothorax). Initial imaging. 
	Acute  COPD  exacerbation  in  immunocompetent  patients,  uncomplicated  (no  chest  pain,  fever,  or  leukocytosis,  no  history  of  coronary  artery  disease,  or  heart  failure).  Initial  imaging. 
	Acute  COPD  exacerbation  in  immunocompetent  patients  with  accompanying  chest  pain,  fever,  or  leukocytosis,  or  a  history  of  coronary  artery  disease,  or  heart  failure.  Initial  imaging. 
"
129,09_02.txt,Acute Respiratory Illness in Immunocompromised Patients,,,,,,,,,"	Acute respiratory illness in immunocompromised patients. Cough,  dyspnea, chest  pain, or  fever. Initial imaging. 
